human_gene_id,entrez_id,sysid_id,chromosome_location,gene_type_id,gene_symbol,gene_description,gene_synonyms,omim_id,ensembl_id,hprd_id,hgnc_id,hpsd,human_gene_remark
325,114548,SysID_0246,1q44,1,NLRP3,"NLR family pyrin domain containing 3","AGTAVPRL, AII, AVP, C1orf7, CIAS1, CLR1.1, DFNA34, FCAS, FCAS1, FCU, KEFH, MWS, NALP3, PYPAF1",606416,ENSG00000162711,05915,16400,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
326,4867,SysID_0247,2q13,1,NPHP1,"nephrocystin 1","JBTS4, NPH1, SLSN1",607100,ENSG00000144061,09524,7905,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
327,9378,SysID_0248,2p16.3,1,NRXN1,"neurexin 1","Hs.22998, PTHSL2, SCZD17",600565,ENSG00000179915,11858,8008,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
328,64324,SysID_0249,5q35.3,1,NSD1,"nuclear receptor binding SET domain protein 1","ARA267, KMT3B, SOTOS, SOTOS1, STO",606681,ENSG00000165671,09455,14234,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
329,50814,SysID_0415,Xq28,1,NSDHL,"NAD(P) dependent steroid dehydrogenase-like","H105E3, SDR31E1, XAP104",300275,ENSG00000147383,02229,13398,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
330,54888,SysID_0500,5p15.31,1,NSUN2,"NOP2/Sun RNA methyltransferase 2","MISU, MRT5, SAKI, TRM4",610916,ENSG00000037474,08620,25994,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
331,4914,SysID_0250,1q23.1,1,NTRK1,"neurotrophic receptor tyrosine kinase 1","MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA",191315,ENSG00000198400,01869,8031,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: No ortholog"
332,100506658,SysID_0501,5q13.2,1,OCLN,occludin,"BLCPMG, PPP1R115, PTORCH1",602876,ENSG00000197822,NULL,8104,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
333,4952,SysID_0251,Xq26.1,1,OCRL,"OCRL inositol polyphosphate-5-phosphatase","Dent-2, INPP5F, LOCR, NPHL2, OCRL-1, OCRL1",300535,ENSG00000122126,02395,8108,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
334,8481,SysID_0252,Xp22.2,1,OFD1,"OFD1 centriole and centriolar satellite protein","71-7A, CXorf5, JBTS10, RP23, SGBS2",300170,ENSG00000046651,02162,2567,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
335,4983,SysID_0253,Xq12,1,OPHN1,"oligophrenin 1","ARHGAP41, MRX60, OPN1",300127,ENSG00000079482,02130,8148,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
336,4998,SysID_0419,1p32.3,1,ORC1,"origin recognition complex subunit 1","HSORC1, ORC1L, PARC1",601902,ENSG00000085840,03544,8487,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
337,55690,SysID_0502,11q13.1-q13.2,1,PACS1,"phosphofurin acidic cluster sorting protein 1","MRD17, SHMS",607492,ENSG00000175115,06320,30032,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
338,5048,SysID_0254,17p13.3,1,PAFAH1B1,"platelet activating factor acetylhydrolase 1b regulatory subunit 1","LIS1, LIS2, MDCR, MDS, NudF, PAFAH",601545,ENSG00000007168,03329,8574,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
339,5063,SysID_0255,Xq23,1,PAK3,"p21 (RAC1) activated kinase 3","ARA, MRX30, MRX47, OPHN3, PAK-3, PAK3beta, bPAK, beta-PAK",300142,ENSG00000077264,02142,8592,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
340,80025,SysID_0256,20p13,1,PANK2,"pantothenate kinase 2","C20orf48, HARP, HSS, NBIA1, PKAN",606157,ENSG00000125779,05857,15894,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Many (HS) to one (DM) on TreeFam"
341,5080,SysID_0257,11p13,1,PAX6,"paired box 6","AN, AN1, AN2, ASGD5, D11S812E, FVH1, MGDA, WAGR",607108,ENSG00000007372,06167,8620,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
342,5091,SysID_0258,11q13.2,1,PC,"pyruvate carboxylase",PCB,608786,ENSG00000173599,02032,8636,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
343,57526,SysID_0403,Xq22.1,1,PCDH19,"protocadherin 19","DEE9, EFMR, EIEE9",300460,ENSG00000165194,11843,14270,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
344,5116,SysID_0259,21q22.3,1,PCNT,pericentrin,"KEN, MOPD2, PCN, PCNT2, PCNTB, PCTN2, SCKL4",605925,ENSG00000160299,05804,16068,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Martijn: have to resort to Psi-Blast, get a hit with "mushroom body defect" and reciprocal hit with plectin. Does not look very convincing, specifically for such a large protein, is a BBH though. Decision Annette: can be justified via encoding the only recognizable PACT domain protein and conserved fkt (eg in cilia). In Drosophila, the predicted gene CG6735 encodes the only recognizable PACT domain protein (Gillingham, 2000), and this protein has been called the Drosophila Pericentrin-like protein (D-PLP)."
345,5160,SysID_0260,Xp22.12,1,PDHA1,"pyruvate dehydrogenase E1 subunit alpha 1","PDHA, PDHAD, PDHCE1A, PHE1A",300502,ENSG00000131828,02420,8806,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
346,23590,SysID_0261,10p12.1,1,PDSS1,"decaprenyl diphosphate synthase subunit 1","COQ1, COQ10D2, COQ1A, DPS, SPS, TPRT, TPT, TPT 1, hDPS1",607429,ENSG00000148459,09591,17759,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
347,57107,SysID_0262,6q21,1,PDSS2,"decaprenyl diphosphate synthase subunit 2","C6orf210, COQ10D3, COQ1B, DLP1, bA59I9.3, hDLP1",610564,ENSG00000164494,12879,23041,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
348,5184,SysID_0263,19q13.11,1,PEPD,"peptidase D",PROLIDASE,613230,ENSG00000124299,01358,8840,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
349,5189,SysID_0264,7q21.2,1,PEX1,"peroxisomal biogenesis factor 1","HMLR1, PBD1A, PBD1B, ZWS, ZWS1",602136,ENSG00000127980,03682,8850,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
350,5192,SysID_0265,1p36.32,1,PEX10,"peroxisomal biogenesis factor 10","NALD, PBD6A, PBD6B, RNF69",602859,ENSG00000157911,04175,8851,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
351,8799,SysID_0503,1q21.1,1,PEX11B,"peroxisomal biogenesis factor 11 beta","PEX11-BETA, PEX14B",603867,ENSG00000131779,04844,8853,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
352,5193,SysID_0266,17q12,1,PEX12,"peroxisomal biogenesis factor 12","PAF-3, PBD3A",601758,ENSG00000108733,03455,8854,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
353,5194,SysID_0267,2p15,1,PEX13,"peroxisomal biogenesis factor 13","NALD, PBD11A, PBD11B, ZWS",601789,ENSG00000162928,03475,8855,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
354,55670,SysID_0268,22q11.21,1,PEX26,"peroxisomal biogenesis factor 26","PBD7A, PBD7B, PEX26M1T, Pex26pM1T",608666,ENSG00000215193,10559,22965,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
355,5830,SysID_0269,12p13.31,1,PEX5,"peroxisomal biogenesis factor 5","PBD2A, PBD2B, PTS1-BP, PTS1R, PXR1, RCDP5",600414,ENSG00000139197,02684,9719,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
356,5190,SysID_0270,6p21.1,1,PEX6,"peroxisomal biogenesis factor 6","HMLR2, PAF-2, PAF2, PBD4A, PDB4B, PXAAA1",601498,ENSG00000124587,03293,8859,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
357,5191,SysID_0271,6q23.3,1,PEX7,"peroxisomal biogenesis factor 7","PBD9B, PTS2R, RCDP1, RD",601757,ENSG00000112357,03454,8860,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
358,5230,SysID_0272,Xq21.1,1,PGK1,"phosphoglycerate kinase 1","HEL-S-68p, MIG10, PGKA",311800,ENSG00000102144,02412,8896,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
359,84295,SysID_0273,Xq26.2,1,PHF6,"PHD finger protein 6","BFLS, BORJ, CENP-31",300414,ENSG00000156531,02330,18145,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
360,23133,SysID_0274,Xp11.22,1,PHF8,"PHD finger protein 8","JHDM1F, KDM7B, MRXSSD, ZNF422",300560,ENSG00000172943,06599,20672,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
361,26227,SysID_0275,1p12,1,PHGDH,"phosphoglycerate dehydrogenase","3-PGDH, 3PGDH, HEL-S-113, NLS, NLS1, PDG, PGAD, PGD, PGDH, PHGDHD, SERA",606879,ENSG00000092621,06047,8923,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
362,23556,SysID_0438,18q21.33,1,PIGN,"phosphatidylinositol glycan anchor biosynthesis class N","MCAHS, MCAHS1, MCD4, MDC4, PIG-N",606097,ENSG00000197563,12085,8967,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
363,84720,SysID_0504,9p13.3,1,PIGO,"phosphatidylinositol glycan anchor biosynthesis class O",HPMRS2,614730,ENSG00000165282,15134,23215,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
364,55650,SysID_0276,1p36.11,1,PIGV,"phosphatidylinositol glycan anchor biosynthesis class V","GPI-MT-II, HPMRS1, PIG-V",610274,ENSG00000060642,07912,26031,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
365,5290,SysID_0505,3q26.32,1,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","CLAPO, CLOVE, CWS5, MCAP, MCM, MCMTC, PI3K, PI3K-alpha, p110-alpha",171834,ENSG00000121879,01382,8975,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
366,5296,SysID_0506,19p13.11,1,PIK3R2,"phosphoinositide-3-kinase regulatory subunit 2","MPPH, MPPH1, P85B, p85, p85-BETA",603157,ENSG00000105647,04404,8980,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
367,5354,SysID_0277,Xq22.2,1,PLP1,"proteolipid protein 1","GPM6C, HLD1, MMPL, PLP, PLP/DM20, PMD, SPG2",300401,ENSG00000123560,02321,9086,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
368,5373,SysID_0278,16p13.2,1,PMM2,"phosphomannomutase 2","CDG1, CDG1a, CDGS, PMI, PMI1, PMM 2",601785,ENSG00000140650,03472,9115,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
369,4860,SysID_0279,14q11.2,1,PNP,"purine nucleoside phosphorylase","NP, PRO1837, PUNP",164050,ENSG00000198805,01247,7892,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: FBgn0034898 has a much lower level of identity and is predominantly expressed in testis"
370,87178,SysID_0507,2p16.1,1,PNPT1,"polyribonucleotide nucleotidyltransferase 1","COXPD13, DFNB70, OLD35, PNPASE, old-35",610316,ENSG00000138035,18493,23166,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
371,25886,SysID_0508,3p21.2,1,POC1A,"POC1 centriolar protein A","PIX2, SOFT, WDR51A",614783,ENSG00000164087,08523,24488,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
372,11128,SysID_0428,10q22.3,1,POLR3A,"RNA polymerase III subunit A","ADDH, C160, HLD7, RPC1, RPC155, WDRTS, hRPC155",614258,ENSG00000148606,17879,30074,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
373,55703,SysID_0460,12q23.3,1,POLR3B,"RNA polymerase III subunit B","C128, HLD8, INMAP, RPC2",614366,ENSG00000013503,11447,30348,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
374,55624,SysID_0280,1p34.1,1,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)","GNTI.2, GnT I.2, LGMD2O, LGMDR15, MEB, MGAT1.2, RP76, gnT-I.2",606822,ENSG00000085998,09493,19139,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
375,10585,SysID_0281,9q34.13,1,POMT1,"protein O-mannosyltransferase 1","LGMD2K, LGMDR11, MDDGA1, MDDGB1, MDDGC1, RT",607423,ENSG00000130714,06305,9202,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
376,29954,SysID_0282,14q24.3,1,POMT2,"protein O-mannosyltransferase 2","LGMD2N, LGMDR14, MDDGA2, MDDGB2, MDDGC2",607439,ENSG00000009830,09592,19743,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
377,64840,SysID_0283,Xp11.23,1,PORCN,"porcupine O-acyltransferase","DHOF, FODH, MG61, PORC, PPN",300651,ENSG00000102312,06680,17652,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
378,5498,SysID_0284,1q23.3,1,PPOX,"protoporphyrinogen oxidase","PPO, V290M, VP",600923,ENSG00000143224,02953,9280,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
379,10084,SysID_0285,Xp11.23,1,PQBP1,"polyglutamine binding protein 1","MRX2, MRX55, MRXS3, MRXS8, NPW38, RENS1, SHS",300463,ENSG00000102103,02354,9330,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: One to one on TreeFam"
380,5625,SysID_0405,22q11.21,1,PRODH,"proline dehydrogenase 1","HSPOX2, PIG6, POX, PRODH1, PRODH2, TP53I6",606810,ENSG00000100033,08433,9453,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
381,5631,SysID_0286,Xq22.3,1,PRPS1,"phosphoribosyl pyrophosphate synthetase 1","ARTS, CMTX5, DFN2, DFNX1, PPRibP, PRS-I, PRSI",311850,ENSG00000147224,02413,9462,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
382,8492,SysID_0287,4q26,1,PRSS12,"serine protease 12","BSSP-3, BSSP3, MRT1",606709,ENSG00000164099,05989,9477,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
383,5728,SysID_0289,10q23.31,1,PTEN,"phosphatase and tensin homolog","10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, PTENbeta, TEP1",601728,ENSG00000171862,03431,9588,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
384,5727,SysID_0288,9q22.32,1,PTCH1,"patched 1","BCNS, NBCCS, PTC, PTC1, PTCH",601309,ENSG00000185920,03200,9585,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
385,139411,SysID_0425,Xp22.11,1,PTCHD1,"patched domain containing 1",AUTSX4,300828,ENSG00000165186,06548,26392,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
386,5781,SysID_0290,12q24.13,1,PTPN11,"protein tyrosine phosphatase non-receptor type 11","BPTP3, CFC, JMML, METCDS, NS1, PTP-1D, PTP2C, SH-PTP2, SH-PTP3, SHP2",176876,ENSG00000179295,01470,9644,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
387,80324,SysID_0291,12q24.33,1,PUS1,"pseudouridine synthase 1",MLASA1,608109,ENSG00000177192,10481,15508,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
388,5818,SysID_0292,11q23.3,1,NECTIN1,"nectin cell adhesion molecule 1","CD111, CLPED1, ED4, HIgR, HV1S, HVEC, OFC7, PRR, PRR1, PVRL1, PVRR, PVRR1, SK-12, nectin-1",600644,ENSG00000110400,07200,9706,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
389,5831,SysID_0293,17q25.3,1,PYCR1,"pyrroline-5-carboxylate reductase 1","ARCL2B, ARCL3B, P5C, P5CR, PIG45, PP222, PRO3, PYCR",179035,ENSG00000183010,01528,9721,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Martijn sys one (HS) to two (DM) on Treefam, but neither the human nor the fly genes are in any tree. On ensemble, the previously investigated gene FBgn0038516 has higher identity and similarity (the former 44 vs 38) but the less good hit FBgn0015781 also has the proper enzymatic function of the fly protein annotated and is actually the one considerably expressed in nervous tissue. Old data are valuable but in teh future we should switch!"
390,22931,SysID_0413,10p12.1,1,RAB18,"RAB18, member RAS oncogene family","RAB18LI1, WARBM3",602207,ENSG00000099246,03731,14244,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
391,5873,SysID_0294,15q21.3,1,RAB27A,"RAB27A, member RAS oncogene family","GS2, HsT18676, RAB27, RAM",603868,ENSG00000069974,04845,9766,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
392,116442,SysID_0295,Xq28,1,RAB39B,"RAB39B, member RAS oncogene family","BGMR, MRX72, WSMN, WSN",311510,ENSG00000155961,06703,16499,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
393,22930,SysID_0296,2q21.3,1,RAB3GAP1,"RAB3 GTPase activating protein catalytic subunit 1","P130, RAB3GAP, RAB3GAP130, WARBM1",602536,ENSG00000115839,16002,17063,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
394,25782,SysID_0297,1q41,1,RAB3GAP2,"RAB3 GTPase activating non-catalytic protein subunit 2","RAB3-GAP150, RAB3GAP150, SPG69, WARBM2, p150",609275,ENSG00000118873,11471,17168,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
395,282808,SysID_0509,Xq22.1,1,RAB40AL,"RAB40A like","MRXSMP, RAR2, RLGP",300405,ENSG00000102128,NULL,25410,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
396,5885,SysID_0510,8q24.11,1,RAD21,"RAD21 cohesin complex component","CDLS4, HR21, HRAD21, MCD1, MGS, NXP1, SCC1, hHR21",606462,ENSG00000164754,05924,9811,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
397,5894,SysID_0298,3p25.2,1,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase","CMD1NN, CRAF, NS5, Raf-1, c-Raf",164760,ENSG00000132155,01265,9829,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Many (HS) to one (DM)"
398,10743,SysID_0299,17p11.2,1,RAI1,"retinoic acid induced 1","SMCR, SMS",607642,ENSG00000108557,07406,9834,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Many (HS) to one (DM) at best, only the C-terminus shows significant conservation"
399,55131,SysID_0300,7q32.1,1,RBM28,"RNA binding motif protein 28",ANES,612074,ENSG00000106344,07668,21863,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
400,5649,SysID_0301,7q22.1,1,RELN,reelin,"ETL7, LIS2, PRO1598, RL",600514,ENSG00000189056,02742,9957,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
401,91869,SysID_0302,3p21.1,1,RFT1,"RFT1 homolog",CDG1N,611908,ENSG00000163933,15239,30220,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
402,55005,SysID_0511,6q25.1,1,RMND1,"required for meiotic nuclear division 1 homolog","C6orf96, COXPD11, RMD1, bA351K16, bA351K16.3",614917,ENSG00000155906,09858,21176,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
403,6023,SysID_0303,9p13.3,4,RMRP,"RNA component of mitochondrial RNA processing endoribonuclease","CHH, NME1, RMRPR, RRP2",157660,ENSG00000269900,NULL,10031,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
404,10535,SysID_0304,19p13.13,1,RNASEH2A,"ribonuclease H2 subunit A","AGS4, JUNB, RNASEHI, RNHIA, RNHL, THSD8",606034,ENSG00000104889,06914,18518,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
405,79621,SysID_0305,13q14.3,1,RNASEH2B,"ribonuclease H2 subunit B","AGS2, DLEU8",610326,ENSG00000136104,NULL,25671,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
406,84153,SysID_0306,11q13.1,1,RNASEH2C,"ribonuclease H2 subunit C","AGS3, AYP1",610330,ENSG00000172922,16531,24116,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: One to one on treefam"
407,79641,SysID_0512,16p13.3,1,ROGDI,"rogdi atypical leucine zipper",KTZS,614574,ENSG00000067836,13388,29478,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
408,23322,SysID_0307,16q12.2,1,RPGRIP1L,"RPGRIP1 like","COACH3, CORS3, FTM, JBTS7, MKS5, NPHP8, PPP1R134",610937,ENSG00000103494,17204,29168,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
409,6134,SysID_0308,Xq28,1,RPL10,"ribosomal protein L10","AUTSX5, DXS648, DXS648E, L10, MRXS35, NOV, QM",312173,ENSG00000147403,02421,10298,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Should be CG17521 which is a two (HS) to one (DM) on TreeFam. Old orthology was a mistake (based on capital vs small gene symbol)."
410,6197,SysID_0309,Xp22.12,1,RPS6KA3,"ribosomal protein S6 kinase A3","CLS, HU-3, ISPK-1, MAPKAPK1B, MRX19, RSK, RSK2, S6K-alpha3, p90-RSK2, pp90RSK2",300075,ENSG00000177189,02092,10432,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
411,6299,SysID_0310,16q12.1,1,SALL1,"spalt like transcription factor 1","HEL-S-89, HSAL1, Sal-1, TBS, ZNF794",602218,ENSG00000103449,03742,10524,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: Many to many, the DM paralogs result from a duplication. Both have a similar level to the human genes (SALL1, 2, 3, 4). According to expression, the not previously investigated FBgn0261648 may be the better gene but essentially unclear. However, collected info is valuable and FBgn0000287 thus stays in the orthology 2013"
412,23314,SysID_0311,2q33.1,1,SATB2,"SATB homeobox 2",GLSS,608148,ENSG00000119042,12178,21637,0,"uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013; Fly-2013 orthology: A bit doubtful, they both contain an N-terminal SATB1 domain (on which the BBH is based) and a homeodomain. DM has an extra Homeodomain plus Mammals have 2 CUT domains absent from DM It is the only one that comes into question though and Fly protein blast finds SATB2 as top hit. Boarderline decision to leave it in"
413,6309,SysID_0312,11q23.3-q24.1,1,SC5D,sterol-C5-desaturase,"ERG3, S5DES, SC5DL",602286,ENSG00000109929,09078,10547,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
414,6323,SysID_0406,2q24.3,1,SCN1A,"sodium voltage-gated channel alpha subunit 1","DEE6, DRVT, EIEE6, FEB3, FEB3A, FHM3, GEFSP2, HBSCI, NAC1, Nav1.1, SCN1, SMEI",182389,ENSG00000144285,01669,10585,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
415,6326,SysID_0407,2q24.3,1,SCN2A,"sodium voltage-gated channel alpha subunit 2","BFIC3, BFIS3, BFNIS, DEE11, EA9, EIEE11, HBA, HBSCI, HBSCII, NAC2, Na(v)1.2, Nav1.2, SCN2A1, SCN2A2",182390,ENSG00000136531,03133,10588,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
416,6334,SysID_0513,12q13.13,1,SCN8A,"sodium voltage-gated channel alpha subunit 8","BFIS5, CERIII, CIAT, DEE13, EIEE13, MED, MYOCL2, NaCh6, Nav1.6, PN4",600702,ENSG00000196876,09006,10596,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
417,9997,SysID_0313,22q13.33,1,SCO2,"synthesis of cytochrome C oxidase 2","CEMCOX1, ECGF1, Gliostatin, MC4DN2, MYP6, PD-ECGF, SCO1L, TP, TYMP, TdRPase",604272,ENSG00000284194,05042,10604,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
418,6389,SysID_0314,5p15.33,1,SDHA,"succinate dehydrogenase complex flavoprotein subunit A","CMD1GG, FP, MC2DN1, NDAXOA, PGL5, SDH1, SDH2, SDHF",600857,ENSG00000073578,02914,10680,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
419,6390,SysID_0514,1p36.13,1,SDHB,"succinate dehydrogenase complex iron sulfur subunit B","CWS2, IP, MC2DN4, PGL4, SDH, SDH1, SDH2, SDHIP",185470,ENSG00000117118,01707,10681,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
420,84947,SysID_0515,6q25.3,1,SERAC1,"serine active site containing 1",-,614725,ENSG00000122335,10223,21061,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
421,26040,SysID_0315,18q12.3,1,SETBP1,"SET binding protein 1","MRD29, SEB",611060,ENSG00000152217,10224,15573,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
422,22941,SysID_0316,11q13.3-q13.4,1,SHANK2,"SH3 and multiple ankyrin repeat domains 2","AUTS17, CORTBP1, CTTNBP1, ProSAP1, SHANK, SPANK-3",603290,ENSG00000162105,04479,14295,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
423,85358,SysID_0317,22q13.33,1,SHANK3,"SH3 and multiple ankyrin repeat domains 3","DEL22q13.3, PROSAP2, PSAP2, SCZD15, SPANK-2",606230,ENSG00000251322,18979,14294,1,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
424,6469,SysID_0318,7q36.3,1,SHH,"sonic hedgehog signaling molecule","HHG1, HLP3, HPE3, MCOPCB5, SMMCI, ShhNC, TPT, TPTPS",600725,ENSG00000164690,02838,10848,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
425,8036,SysID_0319,10q25.2,1,SHOC2,"SHOC2 leucine rich repeat scaffold protein","NSLH1, SIAA0862, SOC2, SUR8",602775,ENSG00000108061,04144,15454,0,uploaded_by_Shiva_NCBI_GeneInfo_Version06March2013
